Genename,identifier
SDS23,1827
OLE1,1828
ERV14,1829
PRM8,1830
YGL052W,1831
MST27,1832
TYW3,1833
TIF4632,1834
RPT6,1835
ALG13,1836
RIM8,1837
RNA15,1838
DST1,1839
YGL042C,1840
YGL041C,1841
HEM2,1842
YGL039W,1843
OCH1,1844
PNC1,1845
YGL036W,1846
MIG1,1847
YGL034C,1848
HOP2,1849
AGA2,1850
RPL24A,1851
RPL30,1852
CGR1,1853
SCW11,1854
CWH41,1855
TRP5,1856
PGD1,1857
YGL024W,1858
PIB2,1859
STT3,1860
ALK1,1861
GET1,1862
CKB1,1863
JAC1,1864
ATE1,1865
KAP122,1866
YGL015C,1867
PUF4,1868
PDR1,1869
ERG4,1870
SCL1,1871
MPO1,1872
LEU1,1873
PMA1,1874
BRP1,1875
PMC1,1876
COG7,1877
RPN14,1878
CDH1,1879
ERP6,1880
ERG26,1881
EFM5,1882
SWC4,1883
CUL3,1884
PEX31,1885
TFG2,1886
PRP18,1887
ECT1,1888
STF2,1889
SEC9,1890
NMA2,1891
YGR011W,1892
MCY1,1893
SNU71,1894
MSB2,1895
EAT1,1896
YGR016W,1897
YGR017W,1898
YGR018C,1899
UGA1,1900
VMA7,1901
DPC29,1902
YGR022C,1903
MTL1,1904
THG1,1905
YGR025W,1906
YGR026W,1907
RPS25A,1908
MSP1,1909
ERV1,1910
POP6,1911
IMO32,1912
GSC2,1913
TIM21,1914
RPL26B,1915
YGR035C,1916
CAX4,1917
ACB1,1918
ORM1,1919
YGR039W,1920
KSS1,1921
BUD9,1922
MTE1,1923
NQM1,1924
RME1,1925
YGR045C,1926
TAM41,1927
TFC4,1928
UFD1,1929
SCM4,1930
YGR050C,1931
YGR051C,1932
FMP48,1933
MCO32,1934
YGR054W,1935
MUP1,1936
RSC1,1937
LST7,1938
PEF1,1939
SPR3,1940
ERG25,1941
ADE6,1942
COX18,1943
SPT4,1944
YGR064W,1945
VHT1,1946
YGR066C,1947
YGR067C,1948
ART5,1949
YGR069W,1950
ROM1,1951
ENV11,1952
UPF3,1953
YGR073C,1954
SMD1,1955
PRP38,1956
MRPL25,1957
PEX8,1958
PAC10,1959
YGR079W,1960
TWF1,1961
SLX9,1962
TOM20,1963
GCD2,1964
MRP13,1965
RPL11B,1966
PIL1,1967
PDC6,1968
CTT1,1969
NNF2,1970
UTP22,1971
PRP31,1972
DBF2,1973
DRN1,1974
VAS1,1975
RRP46,1976
TPC1,1977
ASK10,1978
ESP1,1979
TEL2,1980
MDR1,1981
PCP1,1982
GTF1,1983
NOP7,1984
SRB5,1985
VMA21,1986
VOA1,1987
YGR107W,1988
CLB1,1989
CLB6,1990
CLD1,1991
YGR111W,1992
SHY1,1993
DAM1,1994
YGR114C,1995
YGR115C,1996
SPT6,1997
YGR117C,1998
RPS23A,1999
NUP57,2000
COG2,2001
MEP1,2002
YGR122W,2003
YGR122C-A,2004
PPT1,2005
ASN2,2006
YGR125W,2007
YGR126W,2008
YGR127W,2009
UTP8,2010
SYF2,2011
YGR130C,2012
FHN1,2013
PHB1,2014
PEX4,2015
CAF130,2016
PRE9,2017
LSB1,2018
YGR137W,2019
TPO2,2020
YGR139W,2021
CBF2,2022
VPS62,2023
BTN2,2024
SKN1,2025
THI4,2026
ENP2,2027
ECL1,2028
NAT2,2029
RPL24B,2030
GPC1,2031
CCM1,2032
YGR151C,2033
RSR1,2034
YGR153W,2035
GTO1,2036
CYS4,2037
PTI1,2038
CHO2,2039
MTR3,2040
NSR1,2041
YGR160W,2042
RTS3,2043
TIF4631,2044
GTR2,2045
YGR164W,2046
MRPS35,2047
TRS65,2048
CLC1,2049
PEX35,2050
PUS6,2051
PSD2,2052
MSM1,2053
YIP1,2054
RBG2,2055
CBP4,2056
ERG1,2057
YGR176W,2058
ATF2,2059
PBP1,2060
OKP1,2061
RNR4,2062
TIM13,2063
YGR182C,2064
QCR9,2065
UBR1,2066
TYS1,2067
TFG1,2068
HGH1,2069
BUB1,2070
CRH1,2071
YGR190C,2072
HIP1,2073
TDH3,2074
PDX1,2075
XKS1,2076
SKI6,2077
FYV8,2078
SNG1,2079
YPP1,2080
PMT6,2081
ELP2,2082
YGR201C,2083
PCT1,2084
YCH1,2085
ADE3,2086
TDA10,2087
MVB12,2088
CIR1,2089
SER2,2090
TRX2,2091
YGR210C,2092
ZPR1,2093
SLI1,2094
RTA1,2095
RPS0A,2096
RSM27,2097
GPI1,2098
CCH1,2099
CRM1,2100
YGR219W,2101
MRPL9,2102
TOS2,2103
PET54,2104
HSV2,2105
AZR1,2106
AMA1,2107
YGR226C,2108
DIE2,2109
YGR228W,2110
SMI1,2111
BNS1,2112
PHB2,2113
NAS6,2114
PHO81,2115
YHB1,2116
MIC26,2117
SPG1,2118
YGR237C,2119
KEL2,2120
PEX21,2121
PFK1,2122
YAP1802,2123
YGR242W,2124
MPC3,2125
LSC2,2126
SDA1,2127
BRF1,2128
CPD1,2129
SOL4,2130
MGA1,2131
RIE1,2132
NOP19,2133
GCN5,2134
PUP2,2135
ENO1,2136
COQ6,2137
GND2,2138
MTM1,2139
RAD2,2140
YGR259C,2141
TNA1,2142
APL6,2143
BUD32,2144
SAY1,2145
MES1,2146
YGR265W,2147
YGR266W,2148
FOL2,2149
HUA1,2150
YGR269W,2151
YTA7,2152
SLH1,2153
EFG1,2154
YGR272C,2155
YGR273C,2156
TAF1,2157
RTT102,2158
RNH70,2159
CAB4,2160
CWC22,2161
SCW4,2162
PXR1,2163
YOR1,2164
BGL2,2165
YGR283C,2166
ERV29,2167
ZUO1,2168
BIO2,2169
IMA1,2170
MAL13,2171
MAL11,2172
YGR290W,2173
YGR291C,2174
MAL12,2175
YGR293C,2176
PAU12,2177
COS6,2178
YRF1-3,2179
YHL050C,2180
YHL049C,2181
COS8,2182
ARN2,2183
PAU13,2184
YHL045W,2185
YHL044W,2186
ECM34,2187
YHL042W,2188
YHL041W,2189
ARN1,2190
EFM1,2191
CBP2,2192
YHL037C,2193
MUP3,2194
VMR1,2195
SBP1,2196
RPL8A,2197
GUT1,2198
GOS1,2199
ECM29,2200
OCA5,2201
WSC4,2202
RIM101,2203
YHL026C,2204
SNF6,2205
RIM4,2206
NPR3,2207
SPO11,2208
AIM17,2209
OPI1,2210
APM2,2211
MCO14,2212
YHL017W,2213
DUR3,2214
RPS20,2215
YLF2,2216
OTU2,2217
YHL012W,2218
PRS3,2219
ETP1,2220
YAP3,2221
YHL008C,2222
STE20,2223
SHU1,2224
YHL005C,2225
MRP4,2226
LAG1,2227
HSE1,2228
RPL14B,2229
OSH7,2230
QCR10,2231
LEU5,2232
TCD1,2233
NEM1,2234
GPA1,2235
TIM10,2236
STP2,2237
ERG11,2238
SOD2,2239
TDA3,2240
RPL27A,2241
DIA4,2242
VPS29,2243
ARD1,2244
SPO13,2245
YSC84,2246
YSC83,2247
ARG4,2248
DED81,2249
YHR020W,2250
RPS27B,2251
ECM12,2252
YHR022C,2253
MYO1,2254
MAS2,2255
THR1,2256
VMA16,2257
RPN1,2258
DAP2,2259
YHI9,2260
SLT2,2261
RRM3,2262
ERC1,2263
YHR033W,2264
PIH1,2265
NEL1,2266
BRL1,2267
PUT2,2268
RRF1,2269
MSC7,2270
VMA10,2271
BCD1,2272
SRB2,2273
NCP1,2274
DOG2,2275
DOG1,2276
YHR045W,2277
INM1,2278
YHK8,2279
FSH1,2280
YHR049C-A,2281
SMF2,2282
COX6,2283
CIC1,2284
CUP1-1,2285
YHR054C,2286
CUP1-2,2287
RSC30,2288
CPR2,2289
MED6,2290
FYV4,2291
VMA22,2292
GIC1,2293
RPP1,2294
PAN5,2295
SSZ1,2296
RRP3,2297
SSF1,2298
HTD2,2299
DYS1,2300
RRP4,2301
TRM5,2302
PCL5,2303
ERG7,2304
NOP10,2305
OSH3,2306
QNS1,2307
PPE1,2308
PTC7,2309
NMD2,2310
YHR078W,2311
IRE1,2312
SAE3,2313
LAM4,2314
LRP1,2315
KSP1,2316
SAM35,2317
STE12,2318
IPI1,2319
NAM8,2320
RTC3,2321
RPF1,2322
GAR1,2323
YNG2,2324
MSR1,2325
HXT4,2326
AHT1,2327
HXT1,2328
YHR095W,2329
HXT5,2330
PAL2,2331
SFB3,2332
TRA1,2333
GEP4,2334
BIG1,2335
KIC1,2336
SBE22,2337
GRE3,2338
YPT35,2339
TRR2,2340
CDC12,2341
GGA2,2342
CTM1,2343
ERP5,2344
UBA4,2345
YHR112C,2346
APE4,2347
BZZ1,2348
DMA1,2349
COX23,2350
TOM71,2351
ORC6,2352
SET1,2353
MSH1,2354
LSM12,2355
CIA2,2356
EPT1,2357
NDT80,2358
YHR125W,2359
ANS1,2360
YHR127W,2361
FUR1,2362
ARP1,2363
YHR130C,2364
YHR131C,2365
ECM14,2366
IGO2,2367
NSG1,2368
WSS1,2369
YCK1,2370
SPL2,2371
ARO9,2372
YHR138C,2373
SPS100,2374
YHR139C-A,2375
YHR140W,2376
RPL42B,2377
CHS7,2378
DSE2,2379
RPC10,2380
DCD1,2381
YHR145C,2382
CRP1,2383
MRPL6,2384
IMP3,2385
SKG6,2386
PEX28,2387
MTC6,2388
SPO12,2389
SPO16,2390
RTT107,2391
LAM1,2392
LIN1,2393
REC104,2394
KEL1,2395
TDA11,2396
PEX18,2397
YAP1801,2398
MPC2,2399
SOL3,2400
DNA2,2401
PRP8,2402
CDC23,2403
THP2,2404
MTG2,2405
DBP8,2406
NMD3,2407
ATG7,2408
SPC97,2409
YHR173C,2410
ENO2,2411
CTR2,2412
FMO1,2413
ROF1,2414
STB5,2415
OYE2,2416
YHR180W,2417
SVP26,2418
YHR182W,2419
GND1,2420
SSP1,2421
PFS1,2422
KOG1,2423
IKI1,2424
GPI16,2425
PTH1,2426
ERG9,2427
CTF8,2428
LNP1,2429
EGD2,2430
MDM31,2431
NVJ1,2432
UTP9,2433
RIX1,2434
AIM18,2435
AIM46,2436
RPN10,2437
PPX1,2438
YHR202W,2439
RPS4B,2440
MNL1,2441
SCH9,2442
SKN7,2443
SET5,2444
BAT1,2445
CRG1,2446
YHR210C,2447
FLO5,2448
YHR212C,2449
YHR213W,2450
YHR214W,2451
YHR214W-A,2452
PHO12,2453
IMD2,2454
YHR217C,2455
YHR218W,2456
YHR219W,2457
YIL177C,2458
PAU14,2459
VTH1,2460
IMA3,2461
CSS1,2462
YIL168W,2463
SDL1,2464
SOA1,2465
YIL165C,2466
NIT1,2467
YIL163C,2468
SUC2,2469
YIL161W,2470
POT1,2471
BNR1,2472
AIM20,2473
COA1,2474
UBP7,2475
GUT2,2476
RRD1,2477
YIL152W,2478
ESL1,2479
MCM10,2480
MLP2,2481
RPL40A,2482
SLN1,2483
ATG32,2484
PAN6,2485
NDC80,2486
SSL2,2487
CCT2,2488
YIL141W,2489
AXL2,2490
REV7,2491
TPM2,2492
TMA108,2493
OM45,2494
VHS2,2495
FLX1,2496
RPL16A,2497
CSM2,2498
FKH1,2499
ASG1,2500
TAO3,2501
MET18,2502
RRT14,2503
STH1,2504
KGD1,2505
AYR1,2506
SIM1,2507
POG1,2508
QDR2,2509
QDR1,2510
RPI1,2511
RHO3,2512
PRM5,2513
HIS5,2514
NUP159,2515
POR2,2516
SDP1,2517
HOS4,2518
COX5B,2519
HPM1,2520
SEC24,2521
YIL108W,2522
PFK26,2523
MOB1,2524
SLM1,2525
SHQ1,2526
DPH1,2527
YIL102C,2528
XBP1,2529
YIL100W,2530
SGA1,2531
FMC1,2532
FYV10,2533
BMT5,2534
PRK1,2535
LYS12,2536
RSM25,2537
YIL092W,2538
UTP25,2539
ICE2,2540
YIL089W,2541
AVT7,2542
AIM19,2543
YIL086C,2544
KTR7,2545
SDS3,2546
CAB2,2547
AIR1,2548
THS1,2549
RCI37,2550
SEC28,2551
RPN2,2552
SER33,2553
SPO22,2554
HOP1,2555
PCI8,2556
MAM33,2557
RPS24B,2558
SEC6,2559
YIL067C,2560
RNR3,2561
FIS1,2562
EFM4,2563
YRB2,2564
ARC15,2565
SNP1,2566
YIL060W,2567
YIL059C,2568
YIL058W,2569
RGI2,2570
VHR1,2571
YIL055C,2572
YIL054W,2573
GPP1,2574
RPL34B,2575
MMF1,2576
PCL7,2577
DFG10,2578
NEO1,2579
SYG1,2580
MET30,2581
PIG2,2582
AGE2,2583
CBR1,2584
PKP1,2585
GVP36,2586
APQ12,2587
TED1,2588
NOT3,2589
PRM2,2590
CST6,2591
CKA1,2592
CAP2,2593
BCY1,2594
YIL032C,2595
ULP2,2596
SSM4,2597
EMA17,2598
YIL028W,2599
EMC5,2600
IRR1,2601
YIL025C,2602
YIL024C,2603
YKE4,2604
TIM44,2605
RPB3,2606
HIS6,2607
FAF1,2608
RPL2B,2609
VID28,2610
SNL1,2611
BAR1,2612
YIL014C-A,2613
MNT3,2614
PDR11,2615
YIL012W,2616
TIR3,2617
DOT5,2618
EST3,2619
FAA3,2620
URM1,2621
NAS2,2622
YIA6,2623
EPS1,2624
BET1,2625
CFD1,2626
INP51,2627
YIL001W,2628
SGN1,2629
MPH1,2630
AIM21,2631
DJP1,2632
IST3,2633
PAN1,2634
EGH1,2635
PRI1,2636
MSL1,2637
DSN1,2638
STS1,2639
SQT1,2640
GAT4,2641
VLD1,2642
RPR2,2643
YIR016W,2644
MET28,2645
YAP5,2646
FLO11,2647
YIR020C,2648
YIR020W-A,2649
MRS1,2650
SEC11,2651
DAL81,2652
INA22,2653
MND2,2654
YVH1,2655
DAL1,2656
DAL4,2657
DAL2,2658
DCG1,2659
DAL7,2660
DAL3,2661
MGA2,2662
LYS1,2663
NRE1,2664
IRC24,2665
HYR1,2666
GTT1,2667
YPS6,2668
YIR040C,2669
PAU15,2670
YIR042C,2671
YIR043C,2672
YIR044C,2673
YJL225C,2674
PAU1,2675
VTH2,2676
IMA4,2677
YJL220W,2678
HXT9,2679
YJL218W,2680
REE1,2681
IMA5,2682
YJL215C,2683
HXT8,2684
YJL213W,2685
OPT1,2686
YJL211C,2687
PEX2,2688
CBP1,2689
NUC1,2690
LAA1,2691
YJL206C,2692
NCE101,2693
RCY1,2694
PRP21,2695
YJL202C,2696
ECM25,2697
ACO2,2698
MBB1,2699
PHO90,2700
UBP12,2701
ELO1,2702
YJL195C,2703
CDC6,2704
YJL193W,2705
SOP4,2706
RPS14B,2707
RPS22A,2708
RPL39,2709
BUD19,2710
SWE1,2711
MNN5,2712
ATG36,2713
GON7,2714
MNN11,2715
YJL182C,2716
RBH1,2717
ATP12,2718
PFD1,2719
ATG27,2720
RPL17B,2721
SWI3,2722
YJL175W,2723
KRE9,2724
RFA3,2725
CPS1,2726
TOH1,2727
ASG7,2728
YJL169W,2729
SET2,2730
ERG20,2731
QCR8,2732
HAL5,2733
TPK1,2734
YJL163C,2735
JJJ2,2736
FMP33,2737
PIR5,2738
HSP150,2739
CIS3,2740
FAR1,2741
YJL156W-A,2742
SSY5,2743
FBP26,2744
VPS35,2745
INO1,2746
YJL152W,2747
SNA3,2748
YJL150W,2749
DAS1,2750
RPA34,2751
SMT1,2752
IDS2,2753
SFH5,2754
ROQ1,2755
TIM17,2756
YJL142C,2757
YAK1,2758
RPB4,2759
YUR1,2760
TIF2,2761
GLG2,2762
RPS21B,2763
YJL135W,2764
LCB3,2765
MRS3,2766
YJL132W,2767
AIM23,2768
URA2,2769
TRK1,2770
PBS2,2771
YJL127W-A,2772
SPT10,2773
NIT2,2774
GCD14,2775
LSM1,2776
MTC1,2777
ALB1,2778
RPE1,2779
YJL120W,2780
YJL119C,2781
YJL118W,2782
PHO86,2783
NCA3,2784
ASF1,2785
MDV1,2786
CCT7,2787
GZF3,2788
UTP10,2789
PRM10,2790
YJL107C,2791
IME2,2792
SET4,2793
PAM16,2794
GSM1,2795
MEF2,2796
GSH1,2797
LSB6,2798
CHS6,2799
SAP185,2800
PHS1,2801
MRPL49,2802
BCK1,2803
YJL028W,2804
YJL027C,2805
RNR2,2806
RRN7,2807
APS3,2808
PET130,2809
YJL022W,2810
BBC1,2811
MPS3,2812
YJL017W,2813
TPH3,2814
YJL015C,2815
CCT3,2816
MAD3,2817
YJL012C-A,2818
VTC4,2819
RPC17,2820
NOP9,2821
YJL009W,2822
CCT8,2823
YJL007C,2824
CTK2,2825
CYR1,2826
SYS1,2827
COX16,2828
OST1,2829
PRE3,2830
AVT1,2831
MPP10,2832
MRX12,2833
SAG1,2834
APL1,2835
POL31,2836
SUI2,2837
MHO1,2838
TDH2,2839
MET3,2840
SPC1,2841
YJR011C,2842
YJR012C,2843
GPI14,2844
TMA22,2845
YJR015W,2846
ILV3,2847
ESS1,2848
YJR018W,2849
TES1,2850
YJR020W,2851
REC107,2852
LSM8,2853
YJR023C,2854
MDE1,2855
BNA1,2856
RBH2,2857
GEA1,2858
CPR7,2859
RAV1,2860
PET191,2861
RAD26,2862
HUL4,2863
YJR037W,2864
YJR038C,2865
MLO127,2866
GEF1,2867
URB2,2868
NUP85,2869
POL32,2870
VPS55,2871
SSC1,2872
TAH11,2873
ANB1,2874
CYC1,2875
UTR1,2876
ISY1,2877
OSM1,2878
RAD7,2879
BFA1,2880
KCH1,2881
HIT1,2882
YJR056C,2883
CDC8,2884
APS2,2885
PTK2,2886
CBF1,2887
MNN14,2888
NTA1,2889
RPA12,2890
CCT5,2891
ARP3,2892
TOR1,2893
YAE1,2894
RFC2,2895
HAM1,2896
LIA1,2897
YJR071W,2898
NPA3,2899
OPI3,2900
MOG1,2901
HOC1,2902
CDC11,2903
MIR1,2904
BNA2,2905
YJR079W,2906
AIM24,2907
EAF6,2908
ACF4,2909
YJR084W,2910
TMH11,2911
STE18,2912
YJR087W,2913
EMC2,2914
BIR1,2915
GRR1,2916
JSN1,2917
BUD4,2918
FIP1,2919
IME1,2920
RPL43B,2921
SFC1,2922
YJR096W,2923
JJJ3,2924
YJR098C,2925
YUH1,2926
AIM25,2927
RSM26,2928
VPS25,2929
URA8,2930
SOD1,2931
ADO1,2932
ECM27,2933
LIH1,2934
ABM1,2935
CPA2,2936
YMR1,2937
PXP2,2938
NNF1,2939
RSM7,2940
YJR114W,2941
YJR115W,2942
TDA4,2943
STE24,2944
ILM1,2945
JHD2,2946
YJR120W,2947
ATP2,2948
IBA57,2949
RPS5,2950
YJR124C,2951
ENT3,2952
VPS70,2953
RSF2,2954
YJR128W,2955
EFM3,2956
STR2,2957
MNS1,2958
NMD5,2959
XPT1,2960
SGM1,2961
MCM22,2962
TIM8,2963
TTI2,2964
MET5,2965
IML1,2966
HOM6,2967
HIR3,2968
IPA1,2969
YJR142W,2970
PMT4,2971
MGM101,2972
RPS4A,2973
YJR146W,2974
HMS2,2975
BAT2,2976
YJR149W,2977
DAN1,2978
DAN4,2979
DAL5,2980
PGU1,2981
YJR154W,2982
AAD10,2983
THI11,2984
YJR157W,2985
HXT16,2986
SOR1,2987
MPH3,2988
COS5,2989
PAU16,2990
YKL223W,2991
YKL222C,2992
MCH2,2993
FRE2,2994
COS9,2995
SRY1,2996
JEN1,2997
URA1,2998
OXP1,2999
YRA2,3000
DOA1,3001
SAC1,3002
TRP3,3003
UBA1,3004
STE6,3005
CBT1,3006
EMC3,3007
ADD66,3008
LOS1,3009
EAP1,3010
TOR2,3011
YKL202W,3012
MNN4,3013
PTK1,3014
PEX1,3015
YKT6,3016
MIA40,3017
MST1,3018
SDS22,3019
ACP1,3020
DPH2,3021
CNB1,3022
HYM1,3023
PXA2,3024
FAT3,3025
MTR2,3026
ASH1,3027
SPE1,3028
LOT5,3029
FAS1,3030
PRS1,3031
RPL17A,3032
COY1,3033
STE3,3034
YKL177W,3035
LST4,3036
ZRT3,3037
TPO5,3038
SNU114,3039
EBP2,3040
NNK1,3041
MRPL38,3042
YKL169C,3043
KKQ8,3044
MRP49,3045
TPK3,3046
YKL165C-A,3047
MCD4,3048
PIR1,3049
PIR3,3050
YKL162C-A,3051
YKL162C,3052
KDX1,3053
ELF1,3054
RCN1,3055
APE2,3056
RPS27A,3057
RSM22,3058
SRP102,3059
YKL153W,3060
GPM1,3061
NNR2,3062
MCR1,3063
DBR1,3064
SDH1,3065
YKL147C,3066
AVT3,3067
RPT1,3068
RPC25,3069
LTV1,3070
MRP8,3071
SDH3,3072
TGL1,3073
CTK1,3074
MRPL31,3075
CMC1,3076
YKL136W,3077
APL2,3078
1-Oct,3079
RCI50,3080
RMA1,3081
YKL131W,3082
SHE2,3083
MYO3,3084
PMU1,3085
PGM1,3086
YPK1,3087
RRN3,3088
SSH4,3089
YKL123W,3090
SRP21,3091
DGR2,3092
OAC1,3093
VPH2,3094
YKL118W,3095
SBA1,3096
PRR1,3097
YKL115C,3098
APN1,3099
RAD27,3100
ABF1,3101
YKL111C,3102
KTI12,3103
HAP4,3104
SLD2,3105
YKL107W,3106
YKL106C-A,3107
AAT1,3108
SEG2,3109
GFA1,3110
APE1,3111
YKL102C,3112
HSL1,3113
YPF1,3114
UTP11,3115
MTC2,3116
YKL097C,3117
CWP2,3118
CWP1,3119
YJU2,3120
YJU3,3121
MBR1,3122
BUD2,3123
YKL091C,3124
CUE2,3125
MIF2,3126
CAB3,3127
CYT2,3128
SRX1,3129
MDH1,3130
HOT13,3131
YKL083W,3132
RRP14,3133
TEF4,3134
VMA5,3135
SMY1,3136
DHR2,3137
PSG1,3138
YKL076C,3139
YKL075C,3140
MUD2,3141
LHS1,3142
STB6,3143
YKL071W,3144
YKL070W,3145
YKL069W,3146
NUP100,3147
YNK1,3148
YKL066W,3149
YET1,3150
MNR2,3151
YKL063C,3152
MSN4,3153
BLI1,3154
FBA1,3155
MPE1,3156
TOA2,3157
NUP120,3158
TMA19,3159
OAR1,3160
DEF1,3161
MDM35,3162
YKL053W,3163
ASK1,3164
SFK1,3165
YKL050C,3166
CSE4,3167
ELM1,3168
ANR2,3169
DCW1,3170
PRI2,3171
MMO1,3172
PHD1,3173
SPC42,3174
VPS24,3175
NFU1,3176
PTM1,3177
RGT1,3178
AIM26,3179
YKL036C,3180
UGP1,3181
TUL1,3182
YKL033W-A,3183
TTI1,3184
IXR1,3185
YKL031W,3186
YKL030W,3187
MAE1,3188
TFA1,3189
TCD2,3190
GPX1,3191
PAN3,3192
URA6,3193
YKL023W,3194
CDC16,3195
MAK11,3196
SPT23,3197
RAM2,3198
MCO12,3199
SWD2,3200
HCS1,3201
ATP7,3202
PUT3,3203
URB1,3204
ARC19,3205
PRP40,3206
CCE1,3207
UFD4,3208
MRT4,3209
LAC1,3210
CAP1,3211
SFT1,3212
RPL14A,3213
BYE1,3214
AUR1,3215
MRP17,3216
DID4,3217
MET14,3218
VPS1,3219
PAP1,3220
OSH6,3221
ECM9,3222
YKR005C,3223
MRPL13,3224
MEH1,3225
RSC4,3226
FOX2,3227
TOF2,3228
YKR011C,3229
YKR012C,3230
PRY2,3231
YPT52,3232
YKR015C,3233
MIC60,3234
HEL1,3235
YKR018C,3236
IRS4,3237
VPS51,3238
ALY1,3239
NTR2,3240
RQT4,3241
DBP7,3242
RPC37,3243
GCN3,3244
BCH2,3245
SAP190,3246
SET3,3247
GMH1,3248
SPO14,3249
YKR032W,3250
YKR033C,3251
DAL80,3252
DID2,3253
CAF4,3254
SPC34,3255
KAE1,3256
GAP1,3257
YKR040C,3258
YKR041W,3259
UTH1,3260
SHB17,3261
UIP5,3262
YKR045C,3263
PLN1,3264
YKR047W,3265
NAP1,3266
FMP46,3267
TRK2,3268
HFL1,3269
MRS4,3270
YSR3,3271
DYN1,3272
RHO4,3273
TRM2,3274
RPS21A,3275
GLG1,3276
TIF1,3277
UTP30,3278
KTR2,3279
TFA2,3280
LAS1,3281
OAF3,3282
PAM17,3283
CCP1,3284
GPT2,3285
BET3,3286
MET1,3287
YKR070W,3288
DRE2,3289
SIS2,3290
YKR073C,3291
AIM29,3292
YKR075C,3293
ECM4,3294
MSA2,3295
YKR078W,3296
TRZ1,3297
MTD1,3298
RPF2,3299
NUP133,3300
DAD2,3301
HBS1,3302
MRPL20,3303
PRP16,3304
OMA1,3305
TVP38,3306
TGL4,3307
PXL1,3308
SRL3,3309
SRP40,3310
PTR2,3311
RPL40B,3312
MLP1,3313
ESL2,3314
PCK1,3315
UBP11,3316
BAS1,3317
SKG1,3318
SIR1,3319
FLO10,3320
VBA5,3321
GEX2,3322
YLL067C,3323
YLL066C,3324
YLL065W,3325
PAU18,3326
AYT1,3327
MHT1,3328
MMP1,3329
GTT2,3330
YLL059C,3331
YLL058W,3332
JLP1,3333
YLL056C,3334
YCT1,3335
YLL054C,3336
YLL053C,3337
AQY2,3338
FRE6,3339
COF1,3340
LDB18,3341
YBT1,3342
RNP1,3343
RPL8B,3344
FPS1,3345
ATG10,3346
SDH2,3347
VPS13,3348
UBI4,3349
ENT4,3350
YLL037W,3351
PRP19,3352
GRC3,3353
RIX7,3354
IRC19,3355
YLL032C,3356
GPI13,3357
RRT7,3358
FRA1,3359
TPO1,3360
ISA1,3361
HSP104,3362
PAU17,3363
SSA2,3364
POM33,3365
HIF1,3366
SPA2,3367
YLL020C,3368
KNS1,3369
COX19,3370
DPS1,3371
BPT1,3372
EMC6,3373
PUF3,3374
YEH1,3375
SOF1,3376
PSR1,3377
COX17,3378
DRS1,3379
LMO1,3380
MMM1,3381
SPO75,3382
ORC3,3383
SFI1,3384
RTT109,3385
DNM1,3386
YLR001C,3387
NOC3,3388
CMS1,3389
THI73,3390
SSL1,3391
SSK1,3392
NSE1,3393
PAM18,3394
RLP24,3395
TEN1,3396
LOT6,3397
YLR012C,3398
GAT3,3399
PPR1,3400
BRE2,3401
PML1,3402
MEU1,3403
POM34,3404
PSR2,3405
YEH2,3406
IRC25,3407
SDO1,3408
IZH3,3409
UBR2,3410
SNF7,3411
SED5,3412
AAT2,3413
ADE16,3414
RPL15A,3415
YLR030W,3416
YLR031W,3417
RAD5,3418
RSC58,3419
SMF3,3420
MLH2,3421
YLR036C,3422
PAU23,3423
COX12,3424
RIC1,3425
AFB1,3426
YLR041W,3427
YLR042C,3428
TRX1,3429
PDC1,3430
STU2,3431
YLR046C,3432
FRE8,3433
RPS0B,3434
MLO50,3435
EMA19,3436
FCF2,3437
IES3,3438
YLR053C,3439
OSW2,3440
SPT8,3441
ERG3,3442
MNL2,3443
SHM2,3444
REX2,3445
FRS1,3446
RPL22A,3447
BUD28,3448
BMT6,3449
PER33,3450
SND2,3451
SPC3,3452
PET309,3453
FYV7,3454
MEF1,3455
XYL2,3456
RGR1,3457
LAM6,3458
RFU1,3459
BUD20,3460
RPL10,3461
YLR076C,3462
FMP25,3463
BOS1,3464
SIC1,3465
EMP46,3466
GAL2,3467
SRL2,3468
EMP70,3469
RAX2,3470
ARP6,3471
SMC4,3472
CSF1,3473
GAA1,3474
ALT1,3475
XDJ1,3476
GEP5,3477
SUL2,3478
NYV1,3479
GIS3,3480
IOC2,3481
KIN2,3482
HRT3,3483
CHA4,3484
ICT1,3485
MIM2,3486
ERG27,3487
YLR101C,3488
APC9,3489
CDC45,3490
LCL2,3491
SEN2,3492
REA1,3493
REX3,3494
YLR108C,3495
AHP1,3496
CCW12,3497
YLR111W,3498
YLR112W,3499
HOG1,3500
AVL9,3501
CFT2,3502
MSL5,3503
CLF1,3504
TML25,3505
SRN2,3506
YPS1,3507
YPS3,3508
YLR122C,3509
YLR123C,3510
YLR124W,3511
YLR125W,3512
YLR126C,3513
APC2,3514
DCN1,3515
DIP2,3516
ZRT2,3517
ACE2,3518
USB1,3519
CKI1,3520
PDC5,3521
SLX4,3522
TIS11,3523
RKM5,3524
NHA1,3525
SLS1,3526
YLR140W,3527
RRN5,3528
PUT1,3529
DPH6,3530
ACF2,3531
RMP1,3532
SPE4,3533
SMD3,3534
PEP3,3535
YLR149C,3536
YLR149C-A,3537
STM1,3538
PCD1,3539
YLR152C,3540
ACS2,3541
RNH203,3542
ASP3-1,3543
YLR156W,3544
