Genename,identifier
ASP3-2,3545
ASP3-3,3546
YLR159W,3547
ASP3-4,3548
YLR161W,3549
YLR162W,3550
MAS1,3551
SHH4,3552
PUS5,3553
SEC10,3554
RPS31,3555
UPS2,3556
YLR169W,3557
APS1,3558
YLR171W,3559
DPH5,3560
YLR173W,3561
IDP2,3562
CBF5,3563
RFX1,3564
YLR177W,3565
TFS1,3566
YLR179C,3567
SAM1,3568
VTA1,3569
SWI6,3570
TOS4,3571
YLR184W,3572
RPL37A,3573
EMG1,3574
SKG3,3575
MDL1,3576
ATG26,3577
MMR1,3578
PEX13,3579
HCR1,3580
UPS1,3581
NCW2,3582
NMT1,3583
PWP1,3584
NOP56,3585
YLR198C,3586
PBA1,3587
YKE2,3588
COQ9,3589
YLR202C,3590
MSS51,3591
QRI5,3592
HMX1,3593
ENT2,3594
HRD3,3595
SEC13,3596
PNP1,3597
CLB4,3598
ATG38,3599
TUB4,3600
CRR1,3601
FRE1,3602
CDC123,3603
CPR6,3604
YLR217W,3605
COA4,3606
MSC3,3607
CCC1,3608
RSA3,3609
UTP13,3610
IFH1,3611
UCC1,3612
YLR225C,3613
BUR2,3614
ADY4,3615
ECM22,3616
CDC42,3617
YLR230W,3618
BNA5,3619
YLR232W,3620
EST1,3621
TOP3,3622
YLR235C,3623
YLR236C,3624
THI7,3625
FAR10,3626
LIP2,3627
VPS34,3628
CSC1,3629
ARV1,3630
GPN3,3631
MAP1,3632
CDD1,3633
ERF2,3634
IRC20,3635
RCK2,3636
YEF3,3637
SSP120,3638
SYM1,3639
YLR252W,3640
MCP2,3641
NDL1,3642
YLR255C,3643
HAP1,3644
YLR257W,3645
GSY2,3646
HSP60,3647
LCB5,3648
VPS63,3649
YPT6,3650
TMA7,3651
RED1,3652
RPS28B,3653
NEJ1,3654
PDR8,3655
BOP2,3656
SEC22,3657
YLR269C,3658
DCS1,3659
CMG1,3660
YCS4,3661
PIG1,3662
MCM5,3663
SMD2,3664
DBP9,3665
YSH1,3666
YLR278C,3667
YLR279W,3668
YLR280C,3669
RSO55,3670
YLR282C,3671
YLR283W,3672
ECI1,3673
NNT1,3674
CTS1,3675
YLR287C,3676
RPS30A,3677
MEC3,3678
GUF1,3679
COQ11,3680
GCD7,3681
SEC72,3682
GSP1,3683
YLR294C,3684
ATP14,3685
YLR296W,3686
YLR297W,3687
YHC1,3688
ECM38,3689
EXG1,3690
HRI1,3691
YLR302C,3692
MET17,3693
ACO1,3694
STT4,3695
UBC12,3696
CDA1,3697
CDA2,3698
IMH1,3699
CDC25,3700
YLR311C,3701
ATG39,3702
MRPL15,3703
SPH1,3704
CDC3,3705
NKP2,3706
TAD3,3707
YLR317W,3708
EST2,3709
BUD6,3710
MMS22,3711
SFH1,3712
VPS65,3713
CWC24,3714
PEX30,3715
RPL38,3716
YLR326W,3717
TMA10,3718
NMA1,3719
REC102,3720
CHS5,3721
JIP3,3722
MID2,3723
RPS25B,3724
YLR334C,3725
NUP2,3726
SGD1,3727
VRP1,3728
YLR338W,3729
YLR339C,3730
RPP0,3731
SPO77,3732
FKS1,3733
GAS2,3734
RPL26A,3735
YLR345W,3736
CIS1,3737
KAP95,3738
DIC1,3739
YLR349W,3740
ORM2,3741
NIT3,3742
LUG1,3743
BUD8,3744
TAL1,3745
ILV5,3746
ATG33,3747
RSC2,3748
YLR358C,3749
ADE13,3750
VPS38,3751
DCR2,3752
STE11,3753
NMD4,3754
YLR363W-A,3755
GRX8,3756
YLR365W,3757
YLR366W,3758
RPS22B,3759
MDM30,3760
SSQ1,3761
ARC18,3762
ROM2,3763
ELO3,3764
VID22,3765
YLR374C,3766
STP3,3767
PSY3,3768
FBP1,3769
SEC61,3770
YLR379W,3771
CSR1,3772
CTF3,3773
NAM2,3774
SMC6,3775
IKI3,3776
SWC7,3777
VAC14,3778
REH1,3779
RPS29A,3780
STE23,3781
CCW14,3782
ART10,3783
ATP10,3784
CST9,3785
COX8,3786
VPS33,3787
AFG2,3788
SKI2,3789
BDF1,3790
YLR400W,3791
DUS3,3792
YLR402W,3793
SFP1,3794
SEI1,3795
DUS4,3796
RPL31B,3797
YLR407W,3798
BLS1,3799
UTP21,3800
VIP1,3801
CTR3,3802
BER1,3803
INA1,3804
PUN1,3805
YLR415C,3806
YLR416C,3807
VPS36,3808
CDC73,3809
YLR419W,3810
URA4,3811
RPN13,3812
DCK1,3813
ATG17,3814
SPP382,3815
TUS1,3816
TDA5,3817
MAG2,3818
YLR428C,3819
CRN1,3820
SEN1,3821
ATG23,3822
IMD3,3823
CNA1,3824
TSR2,3825
ECM30,3826
DIF1,3827
CAR2,3828
LSM3,3829
MRPL4,3830
SEC39,3831
RPS1A,3832
SIR3,3833
ECM7,3834
YLR444C,3835
GMC2,3836
YLR446W,3837
VMA6,3838
RPL6B,3839
FPR4,3840
HMG2,3841
LEU3,3842
SST2,3843
RIF2,3844
FMP27,3845
PDP3,3846
YLR456W,3847
NBP1,3848
YLR458W,3849
GAB1,3850
YLR460C,3851
PAU4,3852
YLR462W,3853
YLR463C,3854
YLR464W,3855
YLR465C,3856
YRF1-4,3857
YRF1-5,3858
YML133C,3859
COS3,3860
YML131W,3861
ERO1,3862
COX14,3863
MSC1,3864
RSC9,3865
ERG13,3866
PGA3,3867
TUB3,3868
PHO84,3869
YML122C,3870
GTR1,3871
NDI1,3872
YML119W,3873
NGL3,3874
NAB6,3875
YML116W-A,3876
ATR1,3877
VAN1,3878
TAF8,3879
DAT1,3880
CTK3,3881
BUL2,3882
COQ5,3883
ZDS2,3884
YML108W,3885
PML39,3886
URA5,3887
SEC65,3888
MDM1,3889
NUP188,3890
CAC2,3891
YML101C-A,3892
CUE4,3893
TSL1,3894
YML099W-A,3895
ARG81,3896
TAF13,3897
VPS9,3898
YML096W,3899
RAD10,3900
YML094C-A,3901
GIM5,3902
UTP14,3903
PRE8,3904
RPM2,3905
YML090W,3906
YML089C,3907
UFO1,3908
AIM33,3909
ALO1,3910
TUB1,3911
YML084W,3912
YML083C,3913
YML082W,3914
ATP18,3915
TDA9,3916
DUS1,3917
YML079W,3918
CPR3,3919
BET5,3920
WAR1,3921
HMG1,3922
FPR3,3923
RPL6A,3924
TCB3,3925
COG8,3926
DAK1,3927
POB3,3928
ITT1,3929
ERV41,3930
SMA2,3931
ORC1,3932
TEM1,3933
RPS1B,3934
MFT1,3935
PIF1,3936
OGG1,3937
NTE1,3938
HUG1,3939
SML1,3940
YML057C-A,3941
CMP2,3942
IMD4,3943
SPC2,3944
CYB2,3945
YML053C,3946
SUR7,3947
GAL80,3948
AIM32,3949
RSE1,3950
GSF2,3951
YML047W-A,3952
PRM6,3953
PRP39,3954
RRN11,3955
CAT2,3956
VPS71,3957
YMD8,3958
YML037C,3959
CGI121,3960
AMD1,3961
YML034C-A,3962
SRC1,3963
RAD52,3964
NDC1,3965
RCF1,3966
USA1,3967
TSA1,3968
YOX1,3969
RPS18B,3970
YML6,3971
RPS17A,3972
NSE5,3973
APT1,3974
UNG1,3975
YML020W,3976
OST6,3977
YML018C,3978
PSP2,3979
PPZ1,3980
TAF11,3981
TRM9,3982
UBX2,3983
YML012C-A,3984
ERV25,3985
RAD33,3986
SPT5,3987
YML009W-B,3988
YML009C-A,3989
MRPL39,3990
ERG6,3991
MIN4,3992
YAP1,3993
GIS4,3994
TRM12,3995
GLO1,3996
YML003W,3997
YML002W,3998
YPT7,3999
CDC5,4000
MIX17,4001
AIM34,4002
MVP1,4003
TAF4,4004
PLB2,4005
YMR007W,4006
PLB1,4007
ADI1,4008
ANY1,4009
HXT2,4010
CLU1,4011
SEC59,4012
YMR013W-A,4013
BUD22,4014
ERG5,4015
SOK2,4016
SPO20,4017
PEX9,4018
STB4,4019
FMS1,4020
MAC1,4021
UBC7,4022
MSS1,4023
MRPL3,4024
CSI1,4025
PEX12,4026
YMR027W,4027
TAP42,4028
FAR8,4029
RSF1,4030
EIS1,4031
YMR031W-A,4032
HOF1,4033
ARP9,4034
RCH1,4035
IMP2,4036
MIH1,4037
MSN2,4038
CCS1,4039
SUB1,4040
YET2,4041
ARA2,4042
ARG80,4043
MCM1,4044
IOC4,4045
YMR046W-A,4046
NUP116,4047
CSM3,4048
ERB1,4049
FAR3,4050
YMR052C-A,4051
STB2,4052
STV1,4053
BUB2,4054
AAC1,4055
YMR057C,4056
FET3,4057
SEN15,4058
SAM37,4059
RNA14,4060
ARG7,4061
RIM9,4062
AEP1,4063
KAR5,4064
SOV1,4065
UBX4,4066
AVO2,4067
NAT4,4068
MOT3,4069
TVP18,4070
ABF2,4071
IRC21,4072
SDD2,4073
RCO1,4074
YMR075C-A,4075
PDS5,4076
VPS20,4077
CTF18,4078
SEC14,4079
NAM7,4080
ISF1,4081
YMR082C,4082
ADH3,4083
YMR084W,4084
YMR085W,4085
SEG1,4086
YMR086C-A,4087
PDL32,4088
VBA1,4089
YTA12,4090
YMR090W,4091
NPL6,4092
AIP1,4093
UTP15,4094
CTF13,4095
SNO1,4096
SNZ1,4097
MTG1,4098
ATP25,4099
YMR099C,4100
MUB1,4101
SRT1,4102
YMR102C,4103
YMR103C,4104
YPK2,4105
PGM2,4106
YKU80,4107
SPG4,4108
ILV2,4109
MYO5,4110
HFD1,4111
YMR111C,4112
MED11,4113
FOL3,4114
YMR114C,4115
MGR3,4116
ASC1,4117
SPC24,4118
SHH3,4119
ASI1,4120
YMR119W-A,4121
ADE17,4122
RPL15B,4123
YMR122C,4124
NCW1,4125
PKR1,4126
EPO1,4127
STO1,4128
DLT1,4129
SAS2,4130
ECM16,4131
POM152,4132
DPI35,4133
RRB1,4134
JLP2,4135
REC114,4136
ERG29,4137
GID8,4138
YMR135W-A,4139
GAT2,4140
PSO2,4141
CIN4,4142
RIM11,4143
SIP5,4144
YMR141C,4145
RPL13B,4146
RPS16A,4147
FDO1,4148
NDE1,4149
TIF34,4150
LDO45,4151
LDO16,4152
SWP1,4153
IMP1,4154
YIM2,4155
YIM1,4156
NUP53,4157
YMR153C-A,4158
RIM13,4159
YMR155W,4160
TPP1,4161
AIM36,4162
MRPS8,4163
YMR158C-A,4164
YMR158W-B,4165
ATG16,4166
YMR160W,4167
HLJ1,4168
DNF3,4169
INP2,4170
MSS11,4171
PAH1,4172
MME1,4173
MLH1,4174
CEP3,4175
ALD3,4176
ALD2,4177
EAR1,4178
HOT1,4179
YMR172C-A,4180
DDR48,4181
YMR173W-A,4182
PAI3,4183
SIP18,4184
ECM5,4185
MMT1,4186
FPY1,4187
SPT21,4188
CTL1,4189
YMR181C,4190
RGM1,4191
SSO2,4192
ADD37,4193
RTP1,4194
HSC82,4195
YMR187C,4196
MRPS17,4197
GCV2,4198
SGS1,4199
SPG5,4200
GYL1,4201
MRPL24,4202
YMR193C-A,4203
RPL36A,4204
YMR194C-A,4205
ICY1,4206
YMR196W,4207
VTI1,4208
CIK1,4209
CLN1,4210
ROT1,4211
RAD14,4212
ERG2,4213
TOM40,4214
INP1,4215
PFK2,4216
YMR206W,4217
HFA1,4218
ERG12,4219
YMR209C,4220
MGL2,4221
DML1,4222
EFR3,4223
CEF1,4224
SCJ1,4225
GAS3,4226
SKY1,4227
GUA1,4228
TRS130,4229
ESC1,4230
ERG8,4231
FMP42,4232
FSH2,4233
UBP8,4234
MRE11,4235
MRPL44,4236
YMR226C,4237
TAF7,4238
MTF1,4239
RRP5,4240
RPS10B,4241
PEP5,4242
FUS2,4243
TRI1,4244
RNH1,4245
RNA1,4246
TAF9,4247
BCH1,4248
DFG5,4249
RNT1,4250
CUS1,4251
YHM2,4252
RPL20A,4253
ZRC1,4254
YMR244W,4255
COA6,4256
YMR245W,4257
FAA4,4258
RKR1,4259
GAD1,4260
GTO3,4261
HOR7,4262
MLO1,4263
YMR253C,4264
YMR254C,4265
GFD1,4266
COX7,4267
PET111,4268
ROY1,4269
TRM732,4270
TIF11,4271
TPS3,4272
YMR262W,4273
SAP30,4274
CUE1,4275
YMR265C,4276
RSN1,4277
PPA2,4278
PRP24,4279
TMA23,4280
RRN9,4281
URA10,4282
SCS7,4283
ZDS1,4284
RCE1,4285
BUL1,4286
DSK2,4287
FCP1,4288
PRM15,4289
YMR279C,4290
CAT8,4291
GPI12,4292
AEP2,4293
RIT1,4294
YKU70,4295
NGL2,4296
MRPL33,4297
DSS1,4298
HSH155,4299
ABZ2,4300
HAS1,4301
YMR290W-A,4302
TDA1,4303
GOT1,4304
HER2,4305
JNM1,4306
YMR294W-A,4307
YMR295C,4308
LCB1,4309
PRC1,4310
LIP1,4311
DYN3,4312
ADE4,4313
ATM1,4314
YME2,4315
ADH2,4316
UBP15,4317
YMR304C-A,4318
SCW10,4319
FKS3,4320
YMR306C-A,4321
GAS1,4322
PSE1,4323
NIP1,4324
YMR310C,4325
GLC8,4326
ELP6,4327
TGL3,4328
PRE5,4329
YMR315W,4330
DIA1,4331
YMR316C-A,4332
YMR316C-B,4333
YMR317W,4334
ADH6,4335
FET4,4336
YMR320W,4337
YMR321C,4338
SNO4,4339
ERR3,4340
YMR324C,4341
PAU19,4342
YRF1-6,4343
YNL338W,4344
YNL337W,4345
COS1,4346
DDI3,4347
SNO2,4348
SNZ2,4349
THI12,4350
AAD14,4351
RPD3,4352
PEX6,4353
MDJ2,4354
EGT2,4355
PFA3,4356
FIG4,4357
YNL324W,4358
LEM3,4359
KRE1,4360
VNX1,4361
YNL320W,4362
YNL319W,4363
HXT14,4364
PFS2,4365
PHA2,4366
ATP11,4367
DAL82,4368
EMW1,4369
RFA2,4370
SKP2,4371
ZIM17,4372
STB1,4373
KRI1,4374
MCK1,4375
MRPS18,4376
BXI1,4377
YPT11,4378
YNL303W,4379
RPS19B,4380
RPL18B,4381
TOS6,4382
TRF5,4383
CLA4,4384
MON2,4385
YNL296W,4386
MRX6,4387
RIM21,4388
MSB3,4389
PUS4,4390
MID1,4391
RFC3,4392
PCL1,4393
CAF40,4394
SEC21,4395
CUS2,4396
YNL285W,4397
MRPL10,4398
WSC2,4399
POP3,4400
HCH1,4401
ERG24,4402
PRM1,4403
CAF120,4404
MET2,4405
YNL276C,4406
BOR1,4407
GOR1,4408
TOF1,4409
SEC2,4410
BNI1,4411
ALP1,4412
BSC4,4413
LYP1,4414
PIK1,4415
YNL266W,4416
IST1,4417
PDR17,4418
YIF1,4419
POL2,4420
ORC5,4421
LTO1,4422
ATX1,4423
DSL1,4424
SIP3,4425
FOL1,4426
GIS2,4427
RTC4,4428
TEX1,4429
MRPL17,4430
NRD1,4431
RAD50,4432
MPA43,4433
RPA49,4434
YNL247W,4435
VPS75,4436
CWC25,4437
SUI1,4438
SLA2,4439
ATG2,4440
ZWF1,4441
NAR1,4442
LAP3,4443
KEX2,4444
YTP1,4445
SIN4,4446
YNL235C,4447
YNL234W,4448
BNI4,4449
CSL4,4450
PDR16,4451
ELA1,4452
URE2,4453
YNL228W,4454
JJJ1,4455
YNL226W,4456
CNM67,4457
SQS1,4458
ATG4,4459
SSU72,4460
POP1,4461
ADE12,4462
ALG9,4463
MGS1,4464
PPN2,4465
RAP1,4466
IES2,4467
PEX17,4468
RRG9,4469
VID27,4470
MRX7,4471
MER1,4472
SSB2,4473
YNL208W,4474
RIO2,4475
RTT106,4476
YNL205C,4477
SPS18,4478
YNL203C,4479
SPS19,4480
PSY2,4481
NNR1,4482
GCR2,4483
YNL198C,4484
WHI3,4485
SLZ1,4486
YNL195C,4487
YNL194C,4488
YNL193W,4489
CHS1,4490
DUG3,4491
YNL190W,4492
SRP1,4493
KAR1,4494
SWT21,4495
UBP10,4496
MRPL19,4497
YNL184C,4498
NPR1,4499
IPI3,4500
PBR1,4501
RHO5,4502
YNL179C,4503
RPS3,4504
MRPL22,4505
TDA7,4506
NOP13,4507
YNL174W,4508
MDG1,4509
APC1,4510
YNL171C,4511
YNL170W,4512
PSD1,4513
FMP41,4514
SKO1,4515
BNI5,4516
YNL165W,4517
IBD2,4518
RIA1,4519
YNL162W-A,4520
RPL42A,4521
CBK1,4522
YGP1,4523
ASI2,4524
PGA1,4525
IGO1,4526
NSG2,4527
CUZ1,4528
YCK2,4529
GIM3,4530
INN1,4531
RPC31,4532
YNL150W,4533
PGA2,4534
ALF1,4535
LSM7,4536
YNL146W,4537
MFA2,4538
YNL144C,4539
YNL143C,4540
MEP2,4541
AAH1,4542
YNL140C,4543
THO2,4544
SRV2,4545
NAM9,4546
EAF7,4547
FPR1,4548
YNL134C,4549
FYV6,4550
KRE33,4551
TOM22,4552
CPT1,4553
NRK1,4554
TEP1,4555
FAR11,4556
SPC98,4557
ESBP6,4558
NAF1,4559
NMA111,4560
YNL122C,4561
TOM70,4562
YNL120C,4563
NCS2,4564
DCP2,4565
MLS1,4566
DMA2,4567
YNL115C,4568
YNL114C,4569
RPC19,4570
DBP2,4571
CYB5,4572
NOP15,4573
YNL109W,4574
YNL108C,4575
YAF9,4576
INP52,4577
YNL105W,4578
LEU4,4579
MET4,4580
POL1,4581
AVT4,4582
MIC27,4583
OCA1,4584
RAS2,4585
PHO23,4586
RPS7B,4587
YNL095C,4588
APP1,4589
YPT53,4590
YNL092W,4591
NST1,4592
RHO2,4593
YNL089C,4594
TOP2,4595
TCB2,4596
SNN1,4597
MKT1,4598
END3,4599
SAL1,4600
PMS1,4601
SWS2,4602
EOS1,4603
TPM1,4604
NIS1,4605
APJ1,4606
MKS1,4607
IMP4,4608
MLF3,4609
MSK1,4610
RNH201,4611
LAT1,4612
TOM7,4613
RPL16B,4614
FKH2,4615
YNL067W-A,4616
RPL9B,4617
SUN4,4618
AQR1,4619
YDJ1,4620
MTQ1,4621
GCD10,4622
NOP2,4623
ARP5,4624
YNL058C,4625
YNL057W,4626
OCA2,4627
POR1,4628
VAC7,4629
MSG5,4630
COX5A,4631
COG5,4632
YNL050C,4633
SFB2,4634
ALG11,4635
SLM2,4636
YNL046W,4637
LAP2,4638
YIP3,4639
YNL043C,4640
BOP3,4641
COG6,4642
YNL040W,4643
BDP1,4644
GPI15,4645
IDH1,4646
NCE103,4647
YNL035C,4648
YNL034W,4649
YNL033W,4650
SIW14,4651
HHT2,4652
HHF2,4653
KTR5,4654
YNL028W,4655
CRZ1,4656
SAM50,4657
SSN8,4658
EFM6,4659
FAP1,4660
RCM1,4661
HDA1,4662
ARK1,4663
YNL019C,4664
YNL018C,4665
YNL017C,4666
PUB1,4667
PBI2,4668
HEF3,4669
YNL013C,4670
SPO1,4671
YNL011C,4672
PYP1,4673
IDP3,4674
ASI3,4675
SIS1,4676
LST8,4677
MRP7,4678
HRB1,4679
PET8,4680
RLP7,4681
DOM34,4682
CIT1,4683
YNR001W-A,4684
ATO2,4685
RPC34,4686
SWM2,4687
YNR005C,4688
VPS27,4689
ATG3,4690
LRO1,4691
NRM1,4692
CSE2,4693
PRP2,4694
URK1,4695
PHO91,4696
YNR014W,4697
SMM1,4698
ACC1,4699
TIM23,4700
RCF2,4701
ARE2,4702
ATP23,4703
YNR021W,4704
MRPL50,4705
SNF12,4706
MPP6,4707
YNR025C,4708
SEC12,4709
BUD17,4710
CPR8,4711
YNR029C,4712
ALG12,4713
SSK2,4714
PPG1,4715
HUB1,4716
ABZ1,4717
SOL1,4718
EGO4,4719
ARC35,4720
MRPS12,4721
RSM19,4722
DBP6,4723
ZRG17,4724
DPI29,4725
COQ2,4726
YNR042W,4727
MVD1,4728
AGA1,4729
PET494,4730
TRM112,4731
FPK1,4732
YNR048W,4733
MSO1,4734
LYS9,4735
BRE5,4736
POP2,4737
NOG2,4738
ESF2,4739
HOL1,4740
BIO5,4741
BIO4,4742
BIO3,4743
MNT4,4744
FRE4,4745
YNR061C,4746
PUL3,4747
PUL4,4748
YNR064C,4749
YNR065C,4750
YNR066C,4751
DSE4,4752
YNR068C,4753
BSC5,4754
PDR18,4755
YNR071C,4756
HXT17,4757
MAN2,4758
AIF1,4759
COS10,4760
PAU6,4761
YNR077C,4762
YOL166C,4763
AAD15,4764
BDS1,4765
YOL163W,4766
YOL162W,4767
PAU20,4768
YOL160W,4769
YOL159C-A,4770
CSS3,4771
ENB1,4772
IMA2,4773
HXT11,4774
HPF1,4775
ZPS1,4776
YOL153C,4777
FRE7,4778
GRE2,4779
YOL150C,4780
DCP1,4781
SPT20,4782
PEX11,4783
PSF3,4784
CTR9,4785
NOP8,4786
RIB4,4787
RRP40,4788
PPM2,4789
ARG8,4790
CDC33,4791
RTC1,4792
BSC6,4793
PFK27,4794
MED7,4795
YOL134C,4796
HRT1,4797
GAS4,4798
YOL131W,4799
ALR1,4800
VPS68,4801
YGK3,4802
RPL25,4803
MDH2,4804
TRM13,4805
TRM11,4806
HRP1,4807
SMF1,4808
RPS19A,4809
RPL18A,4810
MCH4,4811
YOL118C,4812
RRI2,4813
MSN1,4814
PAP2,4815
PTH4,4816
SKM1,4817
MSB4,4818
MDY2,4819
SHR5,4820
ZEO1,4821
INO4,4822
YOL107W,4823
YOL106W,4824
WSC3,4825
NDJ1,4826
ITR2,4827
TPT1,4828
IZH4,4829
PKH2,4830
YOL099C,4831
SDD3,4832
WRS1,4833
COQ3,4834
HMI1,4835
RFC4,4836
TRM10,4837
YPQ1,4838
SPO21,4839
MSH2,4840
HAL9,4841
MPD2,4842
DUF1,4843
MHF1,4844
ADH1,4845
YOL085C,4846
PHM7,4847
ATG34,4848
ATG19,4849
IRA2,4850
REX4,4851
YOL079W,4852
AVO1,4853
ATP19,4854
BRX1,4855
MDM20,4856
YOL075C,4857
DSC2,4858
THP1,4859
SDH5,4860
NBA1,4861
NUF2,4862
HST1,4863
RTG1,4864
RIB2,4865
INP54,4866
MET22,4867
CRT10,4868
APM4,4869
PRS5,4870
MAM3,4871
GPD2,4872
ARG1,4873
YOL057W,4874
GPM3,4875
THI20,4876
PSH1,4877
AIM39,4878
DDR2,4879
SPE2,4880
GAL11,4881
YOL050C,4882
GSH2,4883
RRT8,4884
LDS2,4885
YOL046C,4886
PSK2,4887
PEX15,4888
NTG2,4889
NGL1,4890
NOP12,4891
RPS15,4892
RPP2A,4893
PRE6,4894
YOL037C,4895
YOL036W,4896
YOL035C,4897
SMC5,4898
MSE1,4899
OPI10,4900
SIL1,4901
GAS5,4902
YOL029C,4903
YAP7,4904
MDM38,4905
MIM1,4906
LAG2,4907
YOL024W,4908
IFM1,4909
TSR4,4910
DIS3,4911
TAT2,4912
YOL019W,4913
TLG2,4914
ESC8,4915
CMK2,4916
IRC10,4917
YOL014W,4918
YOL013W-A,4919
HRD1,4920
HTZ1,4921
PLB3,4922
RCL1,4923
MDM12,4924
COQ10,4925
CSI2,4926
TOP1,4927
RPB11,4928
SIN3,4929
PFA4,4930
IZH2,4931
PHO80,4932
RRP6,4933
ALG6,4934
YSP3,4935
UTP23,4936
DNL4,4937
TSR3,4938
SGT2,4939
SLG1,4940
YOR008C-A,4941
YOR008W-B,4942
TIR4,4943
TIR2,4944
AUS1,4945
YOR012W,4946
YOR013W,4947
RTS1,4948
YOR015W,4949
ERP4,4950
PET127,4951
ROD1,4952
YOR019W,4953
HSP10,4954
SFM1,4955
DDL1,4956
AHC1,4957
YOR024W,4958
HST3,4959
BUB3,4960
STI1,4961
CIN5,4962
YOR029W,4963
DFG16,4964
CRS5,4965
HMS1,4966
EXO1,4967
AKR2,4968
SHE4,4969
PEP12,4970
CYC2,4971
HIR2,4972
CKB2,4973
GLO4,4974
YOR041C,4975
CUE5,4976
WHI2,4977
IRC23,4978
TOM6,4979
DBP5,4980
STD1,4981
RAT1,4982
RSB1,4983
YOR050C,4984
ETT1,4985
TMC1,4986
YOR053W,4987
VHS3,4988
YOR055W,4989
NOB1,4990
SGT1,4991
ASE1,4992
LPL1,4993
SLD7,4994
CKA2,4995
YOR062C,4996
RPL3,4997
YNG1,4998
CYT1,4999
MSA1,5000
ALG8,5001
VPS5,5002
VAM10,5003
GYP1,5004
NRT1,5005
YOR072W,5006
SGO1,5007
CDC21,5008
UFE1,5009
SKI7,5010
RTS2,5011
BUD21,5012
ATX2,5013
DIA2,5014
TGL5,5015
YOR082C,5016
WHI5,5017
LPX1,5018
OST3,5019
TCB1,5020
YVC1,5021
VPS21,5022
PTC5,5023
TMA46,5024
ECM3,5025
CMR2,5026
ARF3,5027
RKI1,5028
RPS7A,5029
YOR097C,5030
NUP1,5031
KTR1,5032
CRC1,5033
RAS1,5034
YOR102W,5035
OST2,5036
PIN2,5037
YOR105W,5038
VAM3,5039
RGS2,5040
LEU9,5041
INP53,5042
TFC7,5043
YOR111W,5044
CEX1,5045
AZF1,5046
DPI34,5047
TRS33,5048
RPO31,5049
RPT5,5050
RTC5,5051
RIO1,5052
GCY1,5053
YOR121C,5054
PFY1,5055
LEO1,5056
UBP2,5057
CAT5,5058
IAH1,5059
RGA1,5060
ADE2,5061
AFI1,5062
ORT1,5063
YOR131C,5064
VPS17,5065
EFT1,5066
BAG7,5067
YOR135C,5068
IDH2,5069
SIA1,5070
RUP1,5071
YOR139C,5072
SFL1,5073
ARP8,5074
LSC1,5075
THI80,5076
ELG1,5077
PNO1,5078
YOR146W,5079
MDM32,5080
SPP2,5081
SMP3,5082
MRPL23,5083
RPB2,5084
ATG40,5085
PDR5,5086
SLP1,5087
ISN1,5088
NFI1,5089
PUP1,5090
PET123,5091
SME1,5092
MTR10,5093
PNS1,5094
YRR1,5095
DDP1,5096
GET4,5097
SEY1,5098
SWT1,5099
RPS28A,5100
GLN4,5101
YOR169C,5102
YOR170W,5103
LCB4,5104
YRM1,5105
DCS2,5106
MED4,5107
ALE1,5108
HEM15,5109
MPC54,5110
GAC1,5111
SYC1,5112
DCI1,5113
LAS17,5114
RPS30B,5115
FYV12,5116
SER1,5117
GSP2,5118
YOR186W,5119
TUF1,5120
MSB1,5121
IES4,5122
SPR1,5123
ULS1,5124
THI72,5125
PEX27,5126
TOA1,5127
SLK19,5128
LIP5,5129
MCA1,5130
BFR1,5131
YOR199W,5132
YOR200W,5133
MRM1,5134
HIS3,5135
YOR203W,5136
DED1,5137
GEP3,5138
NOC2,5139
RET1,5140
PTP2,5141
NPT1,5142
RPB10,5143
MGM1,5144
STE4,5145
SAS5,5146
SPR2,5147
AIM41,5148
RUD3,5149
RFC1,5150
YOR218C,5151
STE13,5152
RCN2,5153
MCT1,5154
ODC2,5155
DSC3,5156
RPB8,5157
YOR225W,5158
ISU2,5159
HER1,5160
MCP1,5161
WTM2,5162
WTM1,5163
MKK1,5164
MGE1,5165
KIN4,5166
RPL33B,5167
IRC13,5168
DFR1,5169
HES1,5170
YOR238W,5171
ABP140,5172
MET7,5173
SSP2,5174
PUS7,5175
ESA1,5176
DGA1,5177
ENV9,5178
SRL1,5179
YOR248W,5180
APC5,5181
CLP1,5182
TUM1,5183
TMA16,5184
NAT5,5185
SEC63,5186
OSW1,5187
TRE2,5188
CDC31,5189
HNT3,5190
RPT4,5191
GCD1,5192
RPN8,5193
GPN2,5194
YOR263C,5195
DSE3,5196
RBL2,5197
PNT1,5198
HRK1,5199
YOR268C,5200
PAC1,5201
VPH1,5202
FSF1,5203
YTM1,5204
TPO4,5205
MOD5,5206
RIM20,5207
CAF20,5208
YOR277C,5209
HEM4,5210
RFM1,5211
FSH3,5212
PLP2,5213
YOR282W,5214
YOR283W,5215
HUA2,5216
RDL1,5217
RDL2,5218
RRP36,5219
MPD1,5220
YOR289W,5221
SNF2,5222
YPK9,5223
YOR292C,5224
RPS10A,5225
RRS1,5226
UAF30,5227
YOR296W,5228
TIM18,5229
MUM3,5230
MBF1,5231
BUD7,5232
YOR300W,5233
RAX1,5234
YOR302W,5235
CPA1,5236
ISW2,5237
BIL1,5238
RRG7,5239
MCH5,5240
SLY41,5241
SNU66,5242
YOR309C,5243
NOP58,5244
DGK1,5245
RPL20B,5246
SPS4,5247
YOR314W,5248
YOR314W-A,5249
SFG1,5250
COT1,5251
FAA1,5252
